PROVIDER,ICEE/ARC/NASA
WEBSITE,https://www.astrochemistry.org/ramdb/
VERSION,1.00
LINK,https://www.astrochemistry.org/ramdb/raman/1.00/default/details/CalciumCarbonate_532_microimaging_homogeneous_293K_none_0_solid_crystals_09082022
REFERENCES,"Mattioda, A.L., Gavilan, L., Ricketts, C.L., Najeeb, P.K., Ricca, A., Boersma, C., ""The NASA Raman Spectroscopic Database: Ramdb version 1.00"", 2024, Icarus, 408, 115769 doi:10.1016/j.icarus.2023.115769"
NOTE,"PLEASE CITE THE APPROPRIATE REFERENCES WHEN USING THESE DATA"
TITLE,
DATA TYPE,RAMAN SPECTRUM
ORIGIN,JASCO
OWNER,
DATE,22/09/08
TIME,16:45:32
SPECTROMETER/DATA SYSTEM,
LOCALE,1033
RESOLUTION,
DELTAX,1
XUNITS,1/CM
YUNITS,INTENSITY
FIRSTX,   -2.3980
LASTX, 3629.6020
NPOINTS,    3633
FIRSTY,  2175.11670
MAXY, 20095.12500
MINY,  2172.92041
XYDATA,
742.6020,8605.01
743.6020,8606.68
744.6020,8613.75
745.6020,8620.47
746.6020,8622.76
747.6020,8623.95
748.6020,8629.22
749.6020,8639.29
750.6020,8648.36
751.6020,8650.96
752.6020,8649.31
753.6020,8649.97
754.6020,8656.83
755.6020,8665.71
756.6020,8671.13
757.6020,8673
758.6020,8677.13
759.6020,8688.14
760.6020,8700.94
761.6020,8706.57
762.6020,8701.63
763.6020,8694.87
764.6020,8695.98
765.6020,8704.98
766.6020,8714.16
767.6020,8717.54
768.6020,8717.86
769.6020,8720.24
770.6020,8726.76
771.6020,8734.8
772.6020,8741.45
773.6020,8745.07
774.6020,8744.72
775.6020,8741.17
776.6020,8740.36
777.6020,8748.94
778.6020,8765.79
779.6020,8781.37
780.6020,8787.43
781.6020,8786.75
782.6020,8786.45
783.6020,8790.5
784.6020,8796.38
785.6020,8800.94
786.6020,8804.31
787.6020,8809.01
788.6020,8816.63
789.6020,8824.55
790.6020,8829.14
791.6020,8830.89
792.6020,8836.1
793.6020,8850.12
794.6020,8866.75
795.6020,8873.9
796.6020,8865.67
797.6020,8852.86
798.6020,8848.52
799.6020,8855.75
800.6020,8868.25
801.6020,8880.08
802.6020,8889.19
803.6020,8894.79
804.6020,8896.74
805.6020,8896.02
806.6020,8893.8
807.6020,8892.38
808.6020,8894.75
809.6020,8902.95
810.6020,8915.98
811.6020,8932.15
812.6020,8947.92
813.6020,8957.74
814.6020,8957.44
815.6020,8952.71
816.6020,8953.01
817.6020,8961.77
818.6020,8970.3
819.6020,8969.32
820.6020,8961.29
821.6020,8956.99
822.6020,8963.88
823.6020,8976.19
824.6020,8985.22
825.6020,8988.19
826.6020,8989.8
827.6020,8994.56
828.6020,9002.44
829.6020,9011.41
830.6020,9019.48
831.6020,9024.7
832.6020,9025.44
833.6020,9024.3
834.6020,9027.2
835.6020,9037.77
836.6020,9050.19
837.6020,9056.37
838.6020,9055.53
839.6020,9056.6
840.6020,9067.57
841.6020,9084.3
842.6020,9097.04
843.6020,9100.05
844.6020,9096.98
845.6020,9092.62
846.6020,9089.32
847.6020,9087.5
848.6020,9087.88
849.6020,9092.82
850.6020,9104.91
851.6020,9121.78
852.6020,9134.4
853.6020,9134.8
854.6020,9126.83
855.6020,9119.76
856.6020,9120.01
857.6020,9127.55
858.6020,9141.15
859.6020,9155.03
860.6020,9159.91
861.6020,9150.74
862.6020,9139.63
863.6020,9142.66
864.6020,9163.01
865.6020,9187.5
866.6020,9203.42
867.6020,9208.76
868.6020,9206.17
869.6020,9199.5
870.6020,9195.03
871.6020,9198.83
872.6020,9210.38
873.6020,9224.36
874.6020,9235.93
875.6020,9242.26
876.6020,9241.13
877.6020,9234.54
878.6020,9229.35
879.6020,9231.62
880.6020,9240.89
881.6020,9254.14
882.6020,9267.84
883.6020,9277.45
884.6020,9278.94
885.6020,9275.3
886.6020,9273.93
887.6020,9279.05
888.6020,9285.11
889.6020,9285.07
890.6020,9279.83
891.6020,9278.2
892.6020,9286.99
893.6020,9301.33
894.6020,9312.66
895.6020,9317.14
896.6020,9318.17
897.6020,9319.43
898.6020,9321.38
899.6020,9322.85
900.6020,9323.96
901.6020,9328
902.6020,9338.34
903.6020,9352.2
904.6020,9361.84
905.6020,9362.04
906.6020,9358.13
907.6020,9357.89
908.6020,9363.86
909.6020,9372.13
910.6020,9378.54
911.6020,9380.11
912.6020,9374.33
913.6020,9362.91
914.6020,9355.5
915.6020,9361.5
916.6020,9378.78
917.6020,9398.01
918.6020,9412.01
919.6020,9420.11
920.6020,9422.94
921.6020,9423.27
922.6020,9425.87
923.6020,9433.83
924.6020,9442
925.6020,9443
926.6020,9435.88
927.6020,9428.47
928.6020,9428.29
929.6020,9435.57
930.6020,9447.34
931.6020,9459.65
932.6020,9466.57
933.6020,9462.84
934.6020,9453.84
935.6020,9452.07
936.6020,9465.02
937.6020,9484.25
938.6020,9498.58
939.6020,9503.8
940.6020,9502.45
941.6020,9497.76
942.6020,9494.99
943.6020,9499.86
944.6020,9512.82
945.6020,9527
946.6020,9535.98
947.6020,9540.49
948.6020,9544.48
949.6020,9550.22
950.6020,9556.62
951.6020,9562.14
952.6020,9564.38
953.6020,9560.4
954.6020,9550.85
955.6020,9546.84
956.6020,9560.66
957.6020,9589.55
958.6020,9617.11
959.6020,9630.4
960.6020,9633.56
961.6020,9635.19
962.6020,9638.3
963.6020,9638.73
964.6020,9633.31
965.6020,9627.93
966.6020,9632
967.6020,9648.18
968.6020,9667.11
969.6020,9679.03
970.6020,9682.06
971.6020,9678.7
972.6020,9672.25
973.6020,9667.99
974.6020,9671.05
975.6020,9680.48
976.6020,9690.63
977.6020,9697.01
978.6020,9699.63
979.6020,9699.54
980.6020,9699.05
981.6020,9701.79
982.6020,9710.32
983.6020,9721.72
984.6020,9731.39
985.6020,9737.63
986.6020,9742.8
987.6020,9749.1
988.6020,9755.21
989.6020,9758.35
990.6020,9757.54
991.6020,9755.33
992.6020,9754.66
993.6020,9758.8
994.6020,9771.22
995.6020,9791.21
996.6020,9807.29
997.6020,9807.23
998.6020,9793.59
999.6020,9780.38
1000.6020,9778.1
1001.6020,9784.02
1002.6020,9792.61
1003.6020,9800.61
1004.6020,9807.05
1005.6020,9811.63
1006.6020,9816.53
1007.6020,9824.67
1008.6020,9836.35
1009.6020,9848.56
1010.6020,9858.32
1011.6020,9864.59
1012.6020,9867.12
1013.6020,9867.02
1014.6020,9867.71
1015.6020,9872.29
1016.6020,9878.95
1017.6020,9883.36
1018.6020,9883.32
1019.6020,9881.42
1020.6020,9880.82
1021.6020,9883.99
1022.6020,9892.95
1023.6020,9907.26
1024.6021,9919.4
1025.6021,9921.13
1026.6021,9912.42
1027.6021,9900.13
1028.6021,9890.76
1029.6021,9888.83
1030.6021,9898.11
1031.6021,9914.96
1032.6021,9928.08
1033.6021,9928.76
1034.6021,9922.39
1035.6021,9918.46
1036.6021,9922.11
1037.6021,9932.86
1038.6021,9949.06
1039.6021,9964.21
1040.6021,9970.12
1041.6021,9966.13
1042.6021,9963.73
1043.6021,9973.56
1044.6021,9991.57
1045.6021,10006.9
1046.6021,10013.2
1047.6021,10013.8
1048.6021,10012.6
1049.6021,10011.7
1050.6021,10012
1051.6021,10013.7
1052.6021,10015.4
1053.6021,10015.6
1054.6021,10017.7
1055.6021,10028.8
1056.6021,10052.3
1057.6021,10081.8
1058.6021,10109.3
1059.6021,10130.9
1060.6021,10146.1
1061.6021,10156.1
1062.6021,10168.2
1063.6021,10190
1064.6021,10217.5
1065.6021,10234.6
1066.6021,10231.1
1067.6021,10222.9
1068.6021,10232.9
1069.6021,10274.6
1070.6021,10351.2
1071.6021,10470.8
1072.6021,10673.1
1073.6021,11008.3
1074.6021,11547.7
1075.6021,12391.4
1076.6021,13609.1
1077.6021,15067.9
1078.6021,16557.6
1079.6021,17903
1080.6021,18983.5
1081.6021,19697.8
1082.6021,20051.2
1083.6021,20095.1
1084.6021,19762.3
1085.6021,18769.6
1086.6021,16888.2
1087.6021,14561.8
1088.6021,12577.6
1089.6021,11399.9
1090.6021,10815.7
1091.6021,10540.6
1092.6021,10420.3
1093.6021,10377.1
1094.6021,10353.5
1095.6021,10337.7
1096.6021,10324.7
1097.6021,10312.5
1098.6021,10300.6
1099.6021,10289
1100.6021,10278.8
1101.6021,10271.1
1102.6021,10267.7
1103.6021,10270.7
1104.6021,10280
1105.6021,10289.5
1106.6021,10292.3
1107.6021,10289.9
1108.6021,10290.8
1109.6021,10299.6
1110.6021,10307.8
1111.6021,10305
1112.6021,10292.9
1113.6021,10284.3
1114.6021,10288.2
1115.6021,10297.8
1116.6021,10303.1
1117.6021,10303.5
1118.6021,10307.4
1119.6021,10320.3
1120.6021,10334.1
1121.6021,10338
1122.6021,10331.6
1123.6021,10325.2
1124.6021,10327.2
1125.6021,10334.3
1126.6021,10340
1127.6021,10342.3
1128.6021,10344.6
1129.6021,10350
